,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,failures,problems,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
694,231831635,BUILD,[],False,0,0,0,0,0,210,2583,[],[],0,0,0,0,[]
695,267565093,BUILD,[],False,0,0,0,0,0,572,2145,[],[],0,0,0,0,[]
696,274507139,WEB_TESTS,[],False,0,0,0,0,0,485,1958,[],[],0,0,0,0,[]
697,208167958,BUILD,['yarn'],False,329,1906,4,527,2048,25582,185296,"['BufferUnderflow', 'Expected', 'Expected', 'Expected', 'Expected', 'InstanceNotFound', 'Expected', 'IllegalState', 'Timeout', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'Expected', 'IllegalState', 'InvalidProtocolBuffer', 'InstanceNotFound', 'IllegalArgument', 'Expected', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'Runtime', 'Runtime', 'Runtime', 'Runtime', 'NullPointer', 'Sonar', 'IllegalState', 'Expected', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'Runtime', 'Runtime', 'Interrupted', 'Runtime', 'Expected', 'Runtime', 'Expected', 'set', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'RejectedExecution', 'IllegalArgument', 'ClosedByInterrupt', 'IllegalState', 'Expected', 'UnsupportedOperation', 'Channel', 'Bind', 'Expected', 'Hazelcast', 'Expected', 'Runtime', 'IO', 'throwHttpIO', 'Runtime', 'InternalError', 'Runtime', 'Runtime', 'Runtime', 'IO', 'throwHttpIO']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",0,0,0,0,[]
698,278297303,CI,[],False,0,0,0,0,0,488,1988,[],[],0,0,0,0,[]
699,122435649,IT,[],False,0,0,0,0,0,176,2508,[],[],0,0,0,0,[]
700,267542577,BUILD,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
701,267565072,BUILD,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
702,224262172,BUILD,[],False,0,0,0,0,0,359,2708,[],[],0,0,0,0,[]
703,229102025,WEB_TESTS,[],False,0,0,0,0,0,211,2524,[],[],0,0,0,0,[]
704,278297305,IT,[],False,0,0,0,0,0,489,1991,[],[],0,0,0,0,[]
705,224253133,BUILD,[],False,0,6049,0,0,0,12445,117569,[],[],0,0,0,0,[]
706,231832232,BUILD,[],False,0,0,0,0,0,216,2600,[],[],0,0,0,0,[]
707,291394047,BUILD,[],False,0,0,0,0,0,576,2160,[],[],0,0,0,0,[]
708,221251581,BUILD,[],False,0,2,0,0,0,405,3785,[],[],0,0,0,0,[]
709,267554075,WEB_TESTS,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
710,278297309,WEB,[],False,0,0,0,0,0,488,1988,[],[],0,0,0,0,[]
711,122435645,IT,[],False,0,0,0,0,0,176,2502,[],[],0,0,0,0,[]
712,286157817,BUILD,[],False,14,0,2,0,0,782,7343,"['ProjectBuilding', 'ModelParse', 'XmlPullParser']",[],0,0,0,0,[]
713,145628005,CI,[],False,0,0,0,0,0,183,2600,[],[],0,0,0,0,[]
714,203764205,BUILD,[],False,0,0,0,0,0,263,2773,[],[],0,0,0,0,[]
